,window_id,item_id_seq_train,item_id_target,wrong_time_delta_interaction,session,dup_check,dup_item_id_seq_train_list,item_id_sum,dup_id
1484,1484,15 7,2,0 0,1650.0,15 7_2,"[15, 7]",22,80
1579,1579,15 7,2,0 0,1671.0,15 7_2,"[15, 7]",22,80
2015,2015,15 7,5,0 0,1944.0,15 7_5,"[15, 7]",22,81
1603,1603,15 7,5,0 0,1687.0,15 7_5,"[15, 7]",22,81
4210,4210,15 7,6,0 0,5076.0,15 7_6,"[15, 7]",22,82
4215,4215,15 7,6,0 0,5081.0,15 7_6,"[15, 7]",22,82
1919,1919,15 7,7,0 0,1908.0,15 7_7,"[15, 7]",22,83
1692,1692,15 7,7,0 0,1788.0,15 7_7,"[15, 7]",22,83
4251,4251,15 7,7,0 0,5095.0,15 7_7,"[15, 7]",22,83
1800,1800,15 7,7,0 0,1865.0,15 7_7,"[15, 7]",22,83
1264,1264,15,1,0,1400.0,15_1,[15],15,84
891,891,15,1,0,1229.0,15_1,[15],15,84
926,926,15,1,0,1259.0,15_1,[15],15,84
1957,1957,15,15,0,1930.0,15_15,[15],15,85
1686,1686,15,15,0,1745.0,15_15,[15],15,85
2195,2195,15,15,0,2048.0,15_15,[15],15,85
894,894,15,15,0,1233.0,15_15,[15],15,85
1466,1466,15,15,0,1644.0,15_15,[15],15,85
1555,1555,15,15,0,1666.0,15_15,[15],15,85
1583,1583,15,15,0,1681.0,15_15,[15],15,85
1814,1814,15,15,0,1878.0,15_15,[15],15,85
1685,1685,15,15,0,1745.0,15_15,[15],15,85
1687,1687,15,15,0,1745.0,15_15,[15],15,85
1285,1285,15,15,0,1404.0,15_15,[15],15,85
1045,1045,15,15,0,1325.0,15_15,[15],15,85
3931,3931,15,2,0,4829.0,15_2,[15],15,86
2355,2355,15,2,0,2185.0,15_2,[15],15,86
2205,2205,15,2,0,2052.0,15_2,[15],15,86
2418,2418,15,2,0,2217.0,15_2,[15],15,86
1029,1029,15,2,0,1312.0,15_2,[15],15,86
1360,1360,15,2,0,1563.0,15_2,[15],15,86
2445,2445,15,2,0,2244.0,15_2,[15],15,86
2450,2450,15,2,0,2249.0,15_2,[15],15,86
2161,2161,15,2,0,2032.0,15_2,[15],15,86
2447,2447,15,2,0,2247.0,15_2,[15],15,86
2289,2289,15,2,0,2130.0,15_2,[15],15,86
1929,1929,15,3,0,1914.0,15_3,[15],15,87
1554,1554,15,3,0,1666.0,15_3,[15],15,87
1042,1042,15,4,0,1319.0,15_4,[15],15,88
999,999,15,4,0,1300.0,15_4,[15],15,88
1290,1290,15,4,0,1409.0,15_4,[15],15,88
1222,1222,15,4,0,1390.0,15_4,[15],15,88
832,832,15,5,0,1189.0,15_5,[15],15,89
1073,1073,15,5,0,1334.0,15_5,[15],15,89
1215,1215,15,5,0,1389.0,15_5,[15],15,89
1813,1813,15,5,0,1878.0,15_5,[15],15,89
2275,2275,15,7,0,2114.0,15_7,[15],15,90
2305,2305,15,7,0,2146.0,15_7,[15],15,90
2322,2322,15,7,0,2160.0,15_7,[15],15,90
2287,2287,15,7,0,2128.0,15_7,[15],15,90
2323,2323,15,7,0,2167.0,15_7,[15],15,90
2346,2346,15,7,0,2184.0,15_7,[15],15,90
2328,2328,15,7,0,2170.0,15_7,[15],15,90
1283,1283,15,7,0,1403.0,15_7,[15],15,90
1262,1262,15,7,0,1399.0,15_7,[15],15,90
1223,1223,15,7,0,1393.0,15_7,[15],15,90
76,76,15,7,0,357.0,15_7,[15],15,90
2458,2458,15,7,0,2253.0,15_7,[15],15,90
2467,2467,15,7,0,2254.0,15_7,[15],15,90
2468,2468,15,7,0,2255.0,15_7,[15],15,90
2469,2469,15,7,0,2256.0,15_7,[15],15,90
2470,2470,15,7,0,2258.0,15_7,[15],15,90
2471,2471,15,7,0,2259.0,15_7,[15],15,90
2695,2695,15,7,0,2829.0,15_7,[15],15,90
2711,2711,15,7,0,2914.0,15_7,[15],15,90
1284,1284,15,7,0,1404.0,15_7,[15],15,90
3678,3678,15,7,0,4448.0,15_7,[15],15,90
3840,3840,15,7,0,4749.0,15_7,[15],15,90
3841,3841,15,7,0,4753.0,15_7,[15],15,90
4211,4211,15,7,0,5076.0,15_7,[15],15,90
4216,4216,15,7,0,5081.0,15_7,[15],15,90
4252,4252,15,7,0,5095.0,15_7,[15],15,90
4318,4318,15,7,0,5205.0,15_7,[15],15,90
4374,4374,15,7,0,5307.0,15_7,[15],15,90
4414,4414,15,7,0,5354.0,15_7,[15],15,90
4415,4415,15,7,0,5356.0,15_7,[15],15,90
1189,1189,15,7,0,1381.0,15_7,[15],15,90
1109,1109,15,7,0,1342.0,15_7,[15],15,90
1080,1080,15,7,0,1341.0,15_7,[15],15,90
3813,3813,15,7,0,4731.0,15_7,[15],15,90
1286,1286,15,7,0,1406.0,15_7,[15],15,90
2452,2452,15,7,0,2251.0,15_7,[15],15,90
2451,2451,15,7,0,2250.0,15_7,[15],15,90
2329,2329,15,7,0,2171.0,15_7,[15],15,90
2336,2336,15,7,0,2173.0,15_7,[15],15,90
2337,2337,15,7,0,2175.0,15_7,[15],15,90
2340,2340,15,7,0,2176.0,15_7,[15],15,90
2343,2343,15,7,0,2182.0,15_7,[15],15,90
2274,2274,15,7,0,2108.0,15_7,[15],15,90
2378,2378,15,7,0,2190.0,15_7,[15],15,90
2379,2379,15,7,0,2191.0,15_7,[15],15,90
2405,2405,15,7,0,2205.0,15_7,[15],15,90
2406,2406,15,7,0,2207.0,15_7,[15],15,90
792,792,15,7,0,1176.0,15_7,[15],15,90
1043,1043,15,7,0,1324.0,15_7,[15],15,90
1309,1309,15,7,0,1465.0,15_7,[15],15,90
1044,1044,15,7,0,1325.0,15_7,[15],15,90
2407,2407,15,7,0,2213.0,15_7,[15],15,90
2410,2410,15,7,0,2216.0,15_7,[15],15,90
2419,2419,15,7,0,2218.0,15_7,[15],15,90
2420,2420,15,7,0,2219.0,15_7,[15],15,90
2421,2421,15,7,0,2220.0,15_7,[15],15,90
2423,2423,15,7,0,2230.0,15_7,[15],15,90
1291,1291,15,7,0,1412.0,15_7,[15],15,90
1287,1287,15,7,0,1407.0,15_7,[15],15,90
1046,1046,15,7,0,1326.0,15_7,[15],15,90
1079,1079,15,7,0,1339.0,15_7,[15],15,90
2424,2424,15,7,0,2231.0,15_7,[15],15,90
2429,2429,15,7,0,2233.0,15_7,[15],15,90
2435,2435,15,7,0,2242.0,15_7,[15],15,90
2325,2325,15,7,0,2168.0,15_7,[15],15,90
2273,2273,15,7,0,2107.0,15_7,[15],15,90
1465,1465,15,7,0,1644.0,15_7,[15],15,90
2236,2236,15,7,0,2089.0,15_7,[15],15,90
1661,1661,15,7,0,1722.0,15_7,[15],15,90
1664,1664,15,7,0,1730.0,15_7,[15],15,90
1671,1671,15,7,0,1732.0,15_7,[15],15,90
1672,1672,15,7,0,1740.0,15_7,[15],15,90
1675,1675,15,7,0,1743.0,15_7,[15],15,90
1023,1023,15,7,0,1310.0,15_7,[15],15,90
1001,1001,15,7,0,1304.0,15_7,[15],15,90
1000,1000,15,7,0,1303.0,15_7,[15],15,90
975,975,15,7,0,1299.0,15_7,[15],15,90
1684,1684,15,7,0,1745.0,15_7,[15],15,90
1688,1688,15,7,0,1762.0,15_7,[15],15,90
1689,1689,15,7,0,1767.0,15_7,[15],15,90
1690,1690,15,7,0,1769.0,15_7,[15],15,90
1656,1656,15,7,0,1712.0,15_7,[15],15,90
1691,1691,15,7,0,1772.0,15_7,[15],15,90
1696,1696,15,7,0,1794.0,15_7,[15],15,90
1697,1697,15,7,0,1795.0,15_7,[15],15,90
1698,1698,15,7,0,1796.0,15_7,[15],15,90
1699,1699,15,7,0,1797.0,15_7,[15],15,90
1700,1700,15,7,0,1799.0,15_7,[15],15,90
1701,1701,15,7,0,1803.0,15_7,[15],15,90
1702,1702,15,7,0,1804.0,15_7,[15],15,90
972,972,15,7,0,1298.0,15_7,[15],15,90
929,929,15,7,0,1260.0,15_7,[15],15,90
893,893,15,7,0,1233.0,15_7,[15],15,90
1703,1703,15,7,0,1806.0,15_7,[15],15,90
1033,1033,15,7,0,1314.0,15_7,[15],15,90
1374,1374,15,7,0,1589.0,15_7,[15],15,90
1693,1693,15,7,0,1788.0,15_7,[15],15,90
1706,1706,15,7,0,1807.0,15_7,[15],15,90
1651,1651,15,7,0,1711.0,15_7,[15],15,90
1636,1636,15,7,0,1695.0,15_7,[15],15,90
1473,1473,15,7,0,1645.0,15_7,[15],15,90
1007,1007,15,7,0,1307.0,15_7,[15],15,90
1440,1440,15,7,0,1633.0,15_7,[15],15,90
1412,1412,15,7,0,1630.0,15_7,[15],15,90
1411,1411,15,7,0,1628.0,15_7,[15],15,90
1405,1405,15,7,0,1623.0,15_7,[15],15,90
1404,1404,15,7,0,1615.0,15_7,[15],15,90
1401,1401,15,7,0,1608.0,15_7,[15],15,90
1478,1478,15,7,0,1647.0,15_7,[15],15,90
1483,1483,15,7,0,1648.0,15_7,[15],15,90
1399,1399,15,7,0,1607.0,15_7,[15],15,90
1398,1398,15,7,0,1606.0,15_7,[15],15,90
1397,1397,15,7,0,1601.0,15_7,[15],15,90
1008,1008,15,7,0,1308.0,15_7,[15],15,90
1485,1485,15,7,0,1650.0,15_7,[15],15,90
1516,1516,15,7,0,1659.0,15_7,[15],15,90
1580,1580,15,7,0,1671.0,15_7,[15],15,90
1581,1581,15,7,0,1677.0,15_7,[15],15,90
1582,1582,15,7,0,1681.0,15_7,[15],15,90
1588,1588,15,7,0,1682.0,15_7,[15],15,90
1595,1595,15,7,0,1683.0,15_7,[15],15,90
1390,1390,15,7,0,1600.0,15_7,[15],15,90
1387,1387,15,7,0,1598.0,15_7,[15],15,90
1598,1598,15,7,0,1684.0,15_7,[15],15,90
1599,1599,15,7,0,1686.0,15_7,[15],15,90
1604,1604,15,7,0,1687.0,15_7,[15],15,90
1605,1605,15,7,0,1689.0,15_7,[15],15,90
1634,1634,15,7,0,1693.0,15_7,[15],15,90
1488,1488,15,7,0,1656.0,15_7,[15],15,90
1707,1707,15,7,0,1810.0,15_7,[15],15,90
1726,1726,15,7,0,1822.0,15_7,[15],15,90
1737,1737,15,7,0,1824.0,15_7,[15],15,90
2006,2006,15,7,0,1941.0,15_7,[15],15,90
846,846,15,7,0,1195.0,15_7,[15],15,90
841,841,15,7,0,1194.0,15_7,[15],15,90
2007,2007,15,7,0,1942.0,15_7,[15],15,90
2016,2016,15,7,0,1944.0,15_7,[15],15,90
2018,2018,15,7,0,1949.0,15_7,[15],15,90
2029,2029,15,7,0,1956.0,15_7,[15],15,90
1314,1314,15,7,0,1471.0,15_7,[15],15,90
1313,1313,15,7,0,1470.0,15_7,[15],15,90
1037,1037,15,7,0,1315.0,15_7,[15],15,90
1038,1038,15,7,0,1316.0,15_7,[15],15,90
2035,2035,15,7,0,1967.0,15_7,[15],15,90
2046,2046,15,7,0,1975.0,15_7,[15],15,90
2003,2003,15,7,0,1939.0,15_7,[15],15,90
2047,2047,15,7,0,1976.0,15_7,[15],15,90
2059,2059,15,7,0,1981.0,15_7,[15],15,90
2060,2060,15,7,0,1982.0,15_7,[15],15,90
2135,2135,15,7,0,2025.0,15_7,[15],15,90
2162,2162,15,7,0,2033.0,15_7,[15],15,90
1464,1464,15,7,0,1642.0,15_7,[15],15,90
2167,2167,15,7,0,2047.0,15_7,[15],15,90
1312,1312,15,7,0,1467.0,15_7,[15],15,90
2194,2194,15,7,0,2048.0,15_7,[15],15,90
836,836,15,7,0,1193.0,15_7,[15],15,90
2196,2196,15,7,0,2049.0,15_7,[15],15,90
2207,2207,15,7,0,2056.0,15_7,[15],15,90
2214,2214,15,7,0,2087.0,15_7,[15],15,90
2235,2235,15,7,0,2088.0,15_7,[15],15,90
2048,2048,15,7,0,1980.0,15_7,[15],15,90
2002,2002,15,7,0,1937.0,15_7,[15],15,90
2001,2001,15,7,0,1935.0,15_7,[15],15,90
1970,1970,15,7,0,1932.0,15_7,[15],15,90
1738,1738,15,7,0,1827.0,15_7,[15],15,90
1760,1760,15,7,0,1842.0,15_7,[15],15,90
1761,1761,15,7,0,1844.0,15_7,[15],15,90
1762,1762,15,7,0,1845.0,15_7,[15],15,90
1763,1763,15,7,0,1846.0,15_7,[15],15,90
1764,1764,15,7,0,1847.0,15_7,[15],15,90
1781,1781,15,7,0,1853.0,15_7,[15],15,90
1788,1788,15,7,0,1857.0,15_7,[15],15,90
1801,1801,15,7,0,1865.0,15_7,[15],15,90
1373,1373,15,7,0,1586.0,15_7,[15],15,90
1364,1364,15,7,0,1566.0,15_7,[15],15,90
1346,1346,15,7,0,1559.0,15_7,[15],15,90
1341,1341,15,7,0,1541.0,15_7,[15],15,90
1338,1338,15,7,0,1537.0,15_7,[15],15,90
1334,1334,15,7,0,1513.0,15_7,[15],15,90
1802,1802,15,7,0,1867.0,15_7,[15],15,90
1805,1805,15,7,0,1871.0,15_7,[15],15,90
1319,1319,15,7,0,1487.0,15_7,[15],15,90
1806,1806,15,7,0,1872.0,15_7,[15],15,90
1833,1833,15,7,0,1888.0,15_7,[15],15,90
1856,1856,15,7,0,1891.0,15_7,[15],15,90
1315,1315,15,7,0,1473.0,15_7,[15],15,90
870,870,15,7,0,1213.0,15_7,[15],15,90
1878,1878,15,7,0,1893.0,15_7,[15],15,90
1899,1899,15,7,0,1897.0,15_7,[15],15,90
1900,1900,15,7,0,1902.0,15_7,[15],15,90
1920,1920,15,7,0,1908.0,15_7,[15],15,90
1950,1950,15,7,0,1929.0,15_7,[15],15,90
1956,1956,15,7,0,1930.0,15_7,[15],15,90
2237,2237,15,7,0,2093.0,15_7,[15],15,90
1650,1650,15,7,0,1705.0,15_7,[15],15,90
295,295,1,1,0,601.0,1_1,[1],1,91
667,667,1,1,0,1051.0,1_1,[1],1,91
1267,1267,1,15,0,1401.0,1_15,[1],1,92
1173,1173,1,15,0,1375.0,1_15,[1],1,92
1025,1025,1,15,0,1311.0,1_15,[1],1,92
1363,1363,1,15,0,1565.0,1_15,[1],1,92
1316,1316,1,2,0,1481.0,1_2,[1],1,93
634,634,1,2,0,926.0,1_2,[1],1,93
344,344,1,2,0,697.0,1_2,[1],1,93
333,333,1,2,0,681.0,1_2,[1],1,93
615,615,1,2,0,904.0,1_2,[1],1,93
593,593,1,2,0,856.0,1_2,[1],1,93
2022,2022,1,2,0,1953.0,1_2,[1],1,93
550,550,1,2,0,817.0,1_2,[1],1,93
617,617,1,2,0,909.0,1_2,[1],1,93
1303,1303,1,2,0,1438.0,1_2,[1],1,93
371,371,1,2,0,724.0,1_2,[1],1,93
319,319,1,2,0,659.0,1_2,[1],1,93
460,460,1,2,0,773.0,1_2,[1],1,93
183,183,1,2,0,459.0,1_2,[1],1,93
375,375,1,2,0,731.0,1_2,[1],1,93
489,489,1,2,0,788.0,1_2,[1],1,93
293,293,1,2,0,596.0,1_2,[1],1,93
152,152,1,3,0,439.0,1_3,[1],1,94
203,203,1,3,0,479.0,1_3,[1],1,94
176,176,1,4,0,456.0,1_4,[1],1,95
341,341,1,4,0,692.0,1_4,[1],1,95
1211,1211,1,4,0,1383.0,1_4,[1],1,95
58,58,1,5,0,206.0,1_5,[1],1,96
343,343,1,5,0,693.0,1_5,[1],1,96
459,459,1,5,0,769.0,1_5,[1],1,96
2572,2572,1,5,0,2588.0,1_5,[1],1,96
379,379,2 1 2 3 2,2,0 0 0 0 0,732.0,2 1 2 3 2_2,"[2, 1, 2, 3, 2]",10,97
378,378,2 1 2 3 2,2,0 0 0 0 0,732.0,2 1 2 3 2_2,"[2, 1, 2, 3, 2]",10,97
380,380,2 1 2 3,2,0 0 0 0,732.0,2 1 2 3_2,"[2, 1, 2, 3]",8,98
553,553,2 1 2 3,2,0 0 0 0,823.0,2 1 2 3_2,"[2, 1, 2, 3]",8,98
577,577,2 1 2 3,2,0 0 0 0,847.0,2 1 2 3_2,"[2, 1, 2, 3]",8,98
263,263,2 1 2,1,0 0 0,532.0,2 1 2_1,"[2, 1, 2]",5,99
648,648,2 1 2,1,0 0 0,961.0,2 1 2_1,"[2, 1, 2]",5,99
0,0,2 1 2,2,0 0 0,16.0,2 1 2_2,"[2, 1, 2]",5,100
579,579,2 1 2,2,0 0 0,847.0,2 1 2_2,"[2, 1, 2]",5,100
461,461,2 1 2,2,0 0 0,775.0,2 1 2_2,"[2, 1, 2]",5,100
555,555,2 1 2,2,0 0 0,823.0,2 1 2_2,"[2, 1, 2]",5,100
619,619,2 1 2,2,0 0 0,921.0,2 1 2_2,"[2, 1, 2]",5,100
381,381,2 1 2,3,0 0 0,732.0,2 1 2_3,"[2, 1, 2]",5,101
578,578,2 1 2,3,0 0 0,847.0,2 1 2_3,"[2, 1, 2]",5,101
554,554,2 1 2,3,0 0 0,823.0,2 1 2_3,"[2, 1, 2]",5,101
495,495,2 1 3 2 3 2,2,0 0 0 0 0 0,792.0,2 1 3 2 3 2_2,"[2, 1, 3, 2, 3, 2]",13,102
503,503,2 1 3 2 3 2,2,0 0 0 0 0 0,792.0,2 1 3 2 3 2_2,"[2, 1, 3, 2, 3, 2]",13,102
496,496,2 1 3 2 3 2,2,0 0 0 0 0 0,792.0,2 1 3 2 3 2_2,"[2, 1, 3, 2, 3, 2]",13,102
497,497,2 1 3 2 3 2,2,0 0 0 0 0 0,792.0,2 1 3 2 3 2_2,"[2, 1, 3, 2, 3, 2]",13,102
498,498,2 1 3 2 3 2,2,0 0 0 0 0 0,792.0,2 1 3 2 3 2_2,"[2, 1, 3, 2, 3, 2]",13,102
499,499,2 1 3 2 3 2,2,0 0 0 0 0 0,792.0,2 1 3 2 3 2_2,"[2, 1, 3, 2, 3, 2]",13,102
500,500,2 1 3 2 3 2,2,0 0 0 0 0 0,792.0,2 1 3 2 3 2_2,"[2, 1, 3, 2, 3, 2]",13,102
501,501,2 1 3 2 3 2,2,0 0 0 0 0 0,792.0,2 1 3 2 3 2_2,"[2, 1, 3, 2, 3, 2]",13,102
502,502,2 1 3 2 3 2,2,0 0 0 0 0 0,792.0,2 1 3 2 3 2_2,"[2, 1, 3, 2, 3, 2]",13,102
507,507,2 1 3 2,2,0 0 0 0,792.0,2 1 3 2_2,"[2, 1, 3, 2]",8,103
358,358,2 1 3 2,2,0 0 0 0,716.0,2 1 3 2_2,"[2, 1, 3, 2]",8,103
508,508,2 1 3 2,2,0 0 0 0,792.0,2 1 3 2_2,"[2, 1, 3, 2]",8,103
506,506,2 1 3 2,2,0 0 0 0,792.0,2 1 3 2_2,"[2, 1, 3, 2]",8,103
359,359,2 1 3,2,0 0 0,716.0,2 1 3_2,"[2, 1, 3]",6,104
509,509,2 1 3,2,0 0 0,792.0,2 1 3_2,"[2, 1, 3]",6,104
4408,4408,2 11,7,0 0,5353.0,2 11_7,"[2, 11]",13,105
4406,4406,2 11,7,0 0,5347.0,2 11_7,"[2, 11]",13,105
953,953,2 15 5 15 7 25 15 7 15 7 15 7 2,2,0 0 0 0 0 0 0 0 0 0 0 0 0,1293.0,2 15 5 15 7 25 15 7 15 7 15 7 2_2,"[2, 15, 5, 15, 7, 25, 15, 7, 15, 7, 15, 7, 2]",137,106
950,950,2 15 5 15 7 25 15 7 15 7 15 7 2,2,0 0 0 0 0 0 0 0 0 0 0 0 0,1293.0,2 15 5 15 7 25 15 7 15 7 15 7 2_2,"[2, 15, 5, 15, 7, 25, 15, 7, 15, 7, 15, 7, 2]",137,106
952,952,2 15 5 15 7 25 15 7 15 7 15 7 2,2,0 0 0 0 0 0 0 0 0 0 0 0 0,1293.0,2 15 5 15 7 25 15 7 15 7 15 7 2_2,"[2, 15, 5, 15, 7, 25, 15, 7, 15, 7, 15, 7, 2]",137,106
951,951,2 15 5 15 7 25 15 7 15 7 15 7 2,2,0 0 0 0 0 0 0 0 0 0 0 0 0,1293.0,2 15 5 15 7 25 15 7 15 7 15 7 2_2,"[2, 15, 5, 15, 7, 25, 15, 7, 15, 7, 15, 7, 2]",137,106
1247,1247,2 15 5 7 15 7 15,7,0 0 0 0 0 0 0,1396.0,2 15 5 7 15 7 15_7,"[2, 15, 5, 7, 15, 7, 15]",66,107
908,908,2 15 5 7 15 7 15,7,0 0 0 0 0 0 0,1251.0,2 15 5 7 15 7 15_7,"[2, 15, 5, 7, 15, 7, 15]",66,107
1248,1248,2 15 5 7 15 7,15,0 0 0 0 0 0,1396.0,2 15 5 7 15 7_15,"[2, 15, 5, 7, 15, 7]",51,108
909,909,2 15 5 7 15 7,15,0 0 0 0 0 0,1251.0,2 15 5 7 15 7_15,"[2, 15, 5, 7, 15, 7]",51,108
911,911,2 15 5 7 15,7,0 0 0 0 0,1251.0,2 15 5 7 15_7,"[2, 15, 5, 7, 15]",44,109
1249,1249,2 15 5 7 15,7,0 0 0 0 0,1396.0,2 15 5 7 15_7,"[2, 15, 5, 7, 15]",44,109
912,912,2 15 5 7,15,0 0 0 0,1251.0,2 15 5 7_15,"[2, 15, 5, 7]",29,110
1250,1250,2 15 5 7,15,0 0 0 0,1396.0,2 15 5 7_15,"[2, 15, 5, 7]",29,110
2131,2131,2 15 5,7,0 0 0,2023.0,2 15 5_7,"[2, 15, 5]",22,111
1251,1251,2 15 5,7,0 0 0,1396.0,2 15 5_7,"[2, 15, 5]",22,111
1054,1054,2 15 5,7,0 0 0,1333.0,2 15 5_7,"[2, 15, 5]",22,111
913,913,2 15 5,7,0 0 0,1251.0,2 15 5_7,"[2, 15, 5]",22,111
2101,2101,2 15 7 15 7,15,0 0 0 0 0,2012.0,2 15 7 15 7_15,"[2, 15, 7, 15, 7]",46,112
748,748,2 15 7 15 7,15,0 0 0 0 0,1159.0,2 15 7 15 7_15,"[2, 15, 7, 15, 7]",46,112
2102,2102,2 15 7 15,7,0 0 0 0,2012.0,2 15 7 15_7,"[2, 15, 7, 15]",39,113
1665,1665,2 15 7 15,7,0 0 0 0,1731.0,2 15 7 15_7,"[2, 15, 7, 15]",39,113
749,749,2 15 7 15,7,0 0 0 0,1159.0,2 15 7 15_7,"[2, 15, 7, 15]",39,113
1350,1350,2 15 7 2 15 7,15,0 0 0 0 0 0,1560.0,2 15 7 2 15 7_15,"[2, 15, 7, 2, 15, 7]",48,114
1744,1744,2 15 7 2 15 7,15,0 0 0 0 0 0,1829.0,2 15 7 2 15 7_15,"[2, 15, 7, 2, 15, 7]",48,114
1351,1351,2 15 7 2 15,7,0 0 0 0 0,1560.0,2 15 7 2 15_7,"[2, 15, 7, 2, 15]",41,115
1745,1745,2 15 7 2 15,7,0 0 0 0 0,1829.0,2 15 7 2 15_7,"[2, 15, 7, 2, 15]",41,115
920,920,2 15 7 2 15,7,0 0 0 0 0,1253.0,2 15 7 2 15_7,"[2, 15, 7, 2, 15]",41,115
921,921,2 15 7 2,15,0 0 0 0,1253.0,2 15 7 2_15,"[2, 15, 7, 2]",26,116
1352,1352,2 15 7 2,15,0 0 0 0,1560.0,2 15 7 2_15,"[2, 15, 7, 2]",26,116
1746,1746,2 15 7 2,15,0 0 0 0,1829.0,2 15 7 2_15,"[2, 15, 7, 2]",26,116
1748,1748,2 15 7 2,2,0 0 0 0,1829.0,2 15 7 2_2,"[2, 15, 7, 2]",26,117
1747,1747,2 15 7 2,2,0 0 0 0,1829.0,2 15 7 2_2,"[2, 15, 7, 2]",26,117
2103,2103,2 15 7,15,0 0 0,2012.0,2 15 7_15,"[2, 15, 7]",24,118
1667,1667,2 15 7,15,0 0 0,1731.0,2 15 7_15,"[2, 15, 7]",24,118
1459,1459,2 15 7,15,0 0 0,1641.0,2 15 7_15,"[2, 15, 7]",24,118
750,750,2 15 7,15,0 0 0,1159.0,2 15 7_15,"[2, 15, 7]",24,118
797,797,2 15 7,2,0 0 0,1186.0,2 15 7_2,"[2, 15, 7]",24,119
1366,1366,2 15 7,2,0 0 0,1581.0,2 15 7_2,"[2, 15, 7]",24,119
1749,1749,2 15 7,2,0 0 0,1829.0,2 15 7_2,"[2, 15, 7]",24,119
1353,1353,2 15 7,2,0 0 0,1560.0,2 15 7_2,"[2, 15, 7]",24,119
922,922,2 15 7,2,0 0 0,1253.0,2 15 7_2,"[2, 15, 7]",24,119
1015,1015,2 15,2,0 0,1309.0,2 15_2,"[2, 15]",17,120
80,80,2 15,2,0 0,387.0,2 15_2,"[2, 15]",17,120
2132,2132,2 15,5,0 0,2023.0,2 15_5,"[2, 15]",17,121
1252,1252,2 15,5,0 0,1396.0,2 15_5,"[2, 15]",17,121
1055,1055,2 15,5,0 0,1333.0,2 15_5,"[2, 15]",17,121
964,964,2 15,5,0 0,1293.0,2 15_5,"[2, 15]",17,121
914,914,2 15,5,0 0,1251.0,2 15_5,"[2, 15]",17,121
798,798,2 15,7,0 0,1186.0,2 15_7,"[2, 15]",17,122
923,923,2 15,7,0 0,1253.0,2 15_7,"[2, 15]",17,122
871,871,2 15,7,0 0,1214.0,2 15_7,"[2, 15]",17,122
868,868,2 15,7,0 0,1209.0,2 15_7,"[2, 15]",17,122
751,751,2 15,7,0 0,1159.0,2 15_7,"[2, 15]",17,122
1168,1168,2 15,7,0 0,1374.0,2 15_7,"[2, 15]",17,122
934,934,2 15,7,0 0,1271.0,2 15_7,"[2, 15]",17,122
2104,2104,2 15,7,0 0,2012.0,2 15_7,"[2, 15]",17,122
1750,1750,2 15,7,0 0,1829.0,2 15_7,"[2, 15]",17,122
1668,1668,2 15,7,0 0,1731.0,2 15_7,"[2, 15]",17,122
1606,1606,2 15,7,0 0,1690.0,2 15_7,"[2, 15]",17,122
930,930,2 15,7,0 0,1264.0,2 15_7,"[2, 15]",17,122
1367,1367,2 15,7,0 0,1581.0,2 15_7,"[2, 15]",17,122
1460,1460,2 15,7,0 0,1641.0,2 15_7,"[2, 15]",17,122
936,936,2 15,7,0 0,1283.0,2 15_7,"[2, 15]",17,122
940,940,2 15,7,0 0,1286.0,2 15_7,"[2, 15]",17,122
966,966,2 15,7,0 0,1296.0,2 15_7,"[2, 15]",17,122
1356,1356,2 15,7,0 0,1561.0,2 15_7,"[2, 15]",17,122
1354,1354,2 15,7,0 0,1560.0,2 15_7,"[2, 15]",17,122
1113,1113,2 15,7,0 0,1357.0,2 15_7,"[2, 15]",17,122
222,222,2 16 1 16 2,2,0 0 0 0 0,502.0,2 16 1 16 2_2,"[2, 16, 1, 16, 2]",37,123
224,224,2 16 1 16 2,2,0 0 0 0 0,502.0,2 16 1 16 2_2,"[2, 16, 1, 16, 2]",37,123
223,223,2 16 1 16 2,2,0 0 0 0 0,502.0,2 16 1 16 2_2,"[2, 16, 1, 16, 2]",37,123
215,215,2 1,1,0 0,490.0,2 1_1,"[2, 1]",3,124
244,244,2 1,1,0 0,514.0,2 1_1,"[2, 1]",3,124
233,233,2 1,1,0 0,504.0,2 1_1,"[2, 1]",3,124
234,234,2 1,1,0 0,504.0,2 1_1,"[2, 1]",3,124
325,325,2 1,1,0 0,661.0,2 1_1,"[2, 1]",3,124
245,245,2 1,1,0 0,514.0,2 1_1,"[2, 1]",3,124
649,649,2 1,2,0 0,961.0,2 1_2,"[2, 1]",3,125
620,620,2 1,2,0 0,921.0,2 1_2,"[2, 1]",3,125
580,580,2 1,2,0 0,847.0,2 1_2,"[2, 1]",3,125
556,556,2 1,2,0 0,823.0,2 1_2,"[2, 1]",3,125
214,214,2 1,2,0 0,490.0,2 1_2,"[2, 1]",3,125
264,264,2 1,2,0 0,532.0,2 1_2,"[2, 1]",3,125
382,382,2 1,2,0 0,732.0,2 1_2,"[2, 1]",3,125
1,1,2 1,2,0 0,16.0,2 1_2,"[2, 1]",3,125
162,162,2 1,2,0 0,447.0,2 1_2,"[2, 1]",3,125
352,352,2 1,2,0 0,715.0,2 1_2,"[2, 1]",3,125
306,306,2 1,2,0 0,646.0,2 1_2,"[2, 1]",3,125
296,296,2 1,2,0 0,611.0,2 1_2,"[2, 1]",3,125
